t_ms,V_mV,m,h,n
39.89,0.004,0.05293,0.59651,0.31746
39.9,0.0041,0.05294,0.59651,0.31746
39.91,0.0043,0.05294,0.59651,0.31746
39.92,0.0044,0.05294,0.59651,0.31746
39.93,0.0045,0.05294,0.59651,0.31746
39.94,0.0047,0.05294,0.59651,0.31746
39.95,0.0048,0.05294,0.59651,0.31747
39.96,0.005,0.05294,0.59651,0.31747
39.97,0.0051,0.05294,0.5965,0.31747
39.98,0.0052,0.05294,0.5965,0.31747
39.99,0.0054,0.05294,0.5965,0.31747
40.0,0.0055,0.05294,0.5965,0.31747
40.01,0.0056,0.05295,0.5965,0.31747
40.02,0.0058,0.05295,0.5965,0.31747
40.03,0.0059,0.05295,0.5965,0.31747
40.04,0.0061,0.05295,0.5965,0.31747
40.05,0.0062,0.05295,0.5965,0.31747
40.06,0.0063,0.05295,0.5965,0.31747
40.07,0.0065,0.05295,0.5965,0.31747
40.08,0.0066,0.05295,0.5965,0.31747
40.09,0.0067,0.05295,0.5965,0.31747
40.1,0.0069,0.05295,0.5965,0.31747
40.11,0.007,0.05295,0.59649,0.31747
40.12,0.0071,0.05296,0.59649,0.31747
40.13,0.0072,0.05296,0.59649,0.31748
40.14,0.0074,0.05296,0.59649,0.31748
40.15,0.0075,0.05296,0.59649,0.31748
40.16,0.0076,0.05296,0.59649,0.31748
40.17,0.0078,0.05296,0.59649,0.31748
40.18,0.0079,0.05296,0.59649,0.31748
40.19,0.008,0.05296,0.59649,0.31748
40.2,0.0081,0.05296,0.59649,0.31748
40.21,0.0083,0.05296,0.59649,0.31748
40.22,0.0084,0.05296,0.59649,0.31748
40.23,0.0085,0.05297,0.59649,0.31748
40.24,0.0086,0.05297,0.59648,0.31748
40.25,0.0088,0.05297,0.59648,0.31748
40.26,0.0089,0.05297,0.59648,0.31748
40.27,0.009,0.05297,0.59648,0.31748
40.28,0.0091,0.05297,0.59648,0.31748
40.29,0.0092,0.05297,0.59648,0.31748
40.3,0.0094,0.05297,0.59648,0.31749
40.31,0.0095,0.05297,0.59648,0.31749
40.32,0.0096,0.05297,0.59648,0.31749
40.33,0.0097,0.05297,0.59648,0.31749
40.34,0.0098,0.05297,0.59648,0.31749
40.35,0.0099,0.05298,0.59648,0.31749
40.36,0.0101,0.05298,0.59648,0.31749
40.37,0.0102,0.05298,0.59647,0.31749
40.38,0.0103,0.05298,0.59647,0.31749
40.39,0.0104,0.05298,0.59647,0.31749
40.4,0.0105,0.05298,0.59647,0.31749
40.41,0.0106,0.05298,0.59647,0.31749
40.42,0.0108,0.05298,0.59647,0.31749
40.43,0.0109,0.05298,0.59647,0.31749
40.44,0.011,0.05298,0.59647,0.31749
40.45,0.0111,0.05298,0.59647,0.31749
40.46,0.0112,0.05298,0.59647,0.3175
40.47,0.0113,0.05298,0.59647,0.3175
40.48,0.0114,0.05299,0.59647,0.3175
40.49,0.0115,0.05299,0.59646,0.3175
40.5,0.0116,0.05299,0.59646,0.3175
40.51,0.0117,0.05299,0.59646,0.3175
40.52,0.0118,0.05299,0.59646,0.3175
40.53,0.012,0.05299,0.59646,0.3175
40.54,0.0121,0.05299,0.59646,0.3175
40.55,0.0122,0.05299,0.59646,0.3175
40.56,0.0123,0.05299,0.59646,0.3175
40.57,0.0124,0.05299,0.59646,0.3175
40.58,0.0125,0.05299,0.59646,0.3175
40.59,0.0126,0.05299,0.59646,0.3175
40.6,0.0127,0.05299,0.59645,0.3175
40.61,0.0128,0.053,0.59645,0.31751
40.62,0.0129,0.053,0.59645,0.31751
40.63,0.013,0.053,0.59645,0.31751
40.64,0.0131,0.053,0.59645,0.31751
40.65,0.0132,0.053,0.59645,0.31751
40.66,0.0133,0.053,0.59645,0.31751
40.67,0.0134,0.053,0.59645,0.31751
40.68,0.0135,0.053,0.59645,0.31751
40.69,0.0136,0.053,0.59645,0.31751
40.7,0.0137,0.053,0.59645,0.31751
40.71,0.0138,0.053,0.59644,0.31751
40.72,0.0139,0.053,0.59644,0.31751
40.73,0.014,0.053,0.59644,0.31751
40.74,0.0141,0.053,0.59644,0.31751
40.75,0.0141,0.05301,0.59644,0.31751
40.76,0.0142,0.05301,0.59644,0.31752
40.77,0.0143,0.05301,0.59644,0.31752
40.78,0.0144,0.05301,0.59644,0.31752
40.79,0.0145,0.05301,0.59644,0.31752
40.8,0.0146,0.05301,0.59644,0.31752
40.81,0.0147,0.05301,0.59643,0.31752
40.82,0.0148,0.05301,0.59643,0.31752
40.83,0.0149,0.05301,0.59643,0.31752
40.84,0.015,0.05301,0.59643,0.31752
40.85,0.015,0.05301,0.59643,0.31752
40.86,0.0151,0.05301,0.59643,0.31752
40.87,0.0152,0.05301,0.59643,0.31752
40.88,0.0153,0.05301,0.59643,0.31752
40.89,0.0154,0.05301,0.59643,0.31752
40.9,0.0155,0.05301,0.59643,0.31753
40.91,0.0156,0.05302,0.59642,0.31753
40.92,0.0156,0.05302,0.59642,0.31753
40.93,0.0157,0.05302,0.59642,0.31753
40.94,0.0158,0.05302,0.59642,0.31753
40.95,0.0159,0.05302,0.59642,0.31753
40.96,0.016,0.05302,0.59642,0.31753
40.97,0.0161,0.05302,0.59642,0.31753
40.98,0.0161,0.05302,0.59642,0.31753
40.99,0.0162,0.05302,0.59642,0.31753
41.0,0.0163,0.05302,0.59642,0.31753
41.01,0.0164,0.05302,0.59641,0.31753
41.02,0.0165,0.05302,0.59641,0.31753
41.03,0.0165,0.05302,0.59641,0.31753
41.04,0.0166,0.05302,0.59641,0.31754
41.05,0.0167,0.05302,0.59641,0.31754
41.06,0.0168,0.05302,0.59641,0.31754
41.07,0.0168,0.05302,0.59641,0.31754
41.08,0.0169,0.05303,0.59641,0.31754
41.09,0.017,0.05303,0.59641,0.31754
41.1,0.0171,0.05303,0.59641,0.31754
41.11,0.0171,0.05303,0.5964,0.31754
41.12,0.0172,0.05303,0.5964,0.31754
41.13,0.0173,0.05303,0.5964,0.31754
41.14,0.0174,0.05303,0.5964,0.31754
41.15,0.0174,0.05303,0.5964,0.31754
41.16,0.0175,0.05303,0.5964,0.31754
41.17,0.0176,0.05303,0.5964,0.31754
41.18,0.0176,0.05303,0.5964,0.31755
41.19,0.0177,0.05303,0.5964,0.31755
41.2,0.0178,0.05303,0.5964,0.31755
41.21,0.0178,0.05303,0.59639,0.31755
41.22,0.0179,0.05303,0.59639,0.31755
41.23,0.018,0.05303,0.59639,0.31755
41.24,0.018,0.05303,0.59639,0.31755
41.25,0.0181,0.05303,0.59639,0.31755
41.26,0.0182,0.05303,0.59639,0.31755
41.27,0.0182,0.05303,0.59639,0.31755
41.28,0.0183,0.05304,0.59639,0.31755
41.29,0.0184,0.05304,0.59639,0.31755
41.3,0.0184,0.05304,0.59638,0.31755
41.31,0.0185,0.05304,0.59638,0.31756
41.32,0.0186,0.05304,0.59638,0.31756
41.33,0.0186,0.05304,0.59638,0.31756
41.34,0.0187,0.05304,0.59638,0.31756
41.35,0.0187,0.05304,0.59638,0.31756
41.36,0.0188,0.05304,0.59638,0.31756
41.37,0.0189,0.05304,0.59638,0.31756
41.38,0.0189,0.05304,0.59638,0.31756
41.39,0.019,0.05304,0.59637,0.31756
41.4,0.019,0.05304,0.59637,0.31756
41.41,0.0191,0.05304,0.59637,0.31756
41.42,0.0192,0.05304,0.59637,0.31756
41.43,0.0192,0.05304,0.59637,0.31756
41.44,0.0193,0.05304,0.59637,0.31756
41.45,0.0193,0.05304,0.59637,0.31757
41.46,0.0194,0.05304,0.59637,0.31757
41.47,0.0194,0.05304,0.59637,0.31757
41.48,0.0195,0.05304,0.59637,0.31757
41.49,0.0195,0.05304,0.59636,0.31757
41.5,0.0196,0.05305,0.59636,0.31757
41.51,0.0196,0.05305,0.59636,0.31757
41.52,0.0197,0.05305,0.59636,0.31757
41.53,0.0197,0.05305,0.59636,0.31757
41.54,0.0198,0.05305,0.59636,0.31757
41.55,0.0198,0.05305,0.59636,0.31757
41.56,0.0199,0.05305,0.59636,0.31757
41.57,0.0199,0.05305,0.59636,0.31757
41.58,0.02,0.05305,0.59635,0.31758
41.59,0.02,0.05305,0.59635,0.31758
41.6,0.0201,0.05305,0.59635,0.31758
41.61,0.0201,0.05305,0.59635,0.31758
41.62,0.0202,0.05305,0.59635,0.31758
41.63,0.0202,0.05305,0.59635,0.31758
41.64,0.0203,0.05305,0.59635,0.31758
41.65,0.0203,0.05305,0.59635,0.31758
41.66,0.0204,0.05305,0.59635,0.31758
41.67,0.0204,0.05305,0.59634,0.31758
41.68,0.0205,0.05305,0.59634,0.31758
41.69,0.0205,0.05305,0.59634,0.31758
41.7,0.0205,0.05305,0.59634,0.31758
41.71,0.0206,0.05305,0.59634,0.31759
41.72,0.0206,0.05305,0.59634,0.31759
41.73,0.0207,0.05305,0.59634,0.31759
41.74,0.0207,0.05305,0.59634,0.31759
41.75,0.0207,0.05305,0.59634,0.31759
41.76,0.0208,0.05305,0.59633,0.31759
41.77,0.0208,0.05306,0.59633,0.31759
41.78,0.0209,0.05306,0.59633,0.31759
41.79,0.0209,0.05306,0.59633,0.31759
41.8,0.0209,0.05306,0.59633,0.31759
41.81,0.021,0.05306,0.59633,0.31759
41.82,0.021,0.05306,0.59633,0.31759
41.83,0.0211,0.05306,0.59633,0.31759
41.84,0.0211,0.05306,0.59633,0.31759
41.85,0.0211,0.05306,0.59632,0.3176
41.86,0.0212,0.05306,0.59632,0.3176
41.87,0.0212,0.05306,0.59632,0.3176
41.88,0.0212,0.05306,0.59632,0.3176
41.89,0.0213,0.05306,0.59632,0.3176
41.9,0.0213,0.05306,0.59632,0.3176
41.91,0.0213,0.05306,0.59632,0.3176
41.92,0.0214,0.05306,0.59632,0.3176
41.93,0.0214,0.05306,0.59632,0.3176
41.94,0.0214,0.05306,0.59631,0.3176
41.95,0.0215,0.05306,0.59631,0.3176
41.96,0.0215,0.05306,0.59631,0.3176
41.97,0.0215,0.05306,0.59631,0.3176
41.98,0.0215,0.05306,0.59631,0.31761
41.99,0.0216,0.05306,0.59631,0.31761
42.0,0.0216,0.05306,0.59631,0.31761
42.01,0.0216,0.05306,0.59631,0.31761
42.02,0.0217,0.05306,0.59631,0.31761
42.03,0.0217,0.05306,0.5963,0.31761
42.04,0.0217,0.05306,0.5963,0.31761
42.05,0.0217,0.05306,0.5963,0.31761
42.06,0.0218,0.05306,0.5963,0.31761
42.07,0.0218,0.05306,0.5963,0.31761
42.08,0.0218,0.05306,0.5963,0.31761
42.09,0.0218,0.05306,0.5963,0.31761
42.1,0.0219,0.05306,0.5963,0.31761
42.11,0.0219,0.05306,0.5963,0.31761
42.12,0.0219,0.05306,0.59629,0.31762
42.13,0.0219,0.05306,0.59629,0.31762
42.14,0.022,0.05306,0.59629,0.31762
42.15,0.022,0.05306,0.59629,0.31762
42.16,0.022,0.05307,0.59629,0.31762
42.17,0.022,0.05307,0.59629,0.31762
42.18,0.022,0.05307,0.59629,0.31762
42.19,0.0221,0.05307,0.59629,0.31762
42.2,0.0221,0.05307,0.59629,0.31762
42.21,0.0221,0.05307,0.59628,0.31762
42.22,0.0221,0.05307,0.59628,0.31762
42.23,0.0221,0.05307,0.59628,0.31762
42.24,0.0222,0.05307,0.59628,0.31762
42.25,0.0222,0.05307,0.59628,0.31762
42.26,0.0222,0.05307,0.59628,0.31763
42.27,0.0222,0.05307,0.59628,0.31763
42.28,0.0222,0.05307,0.59628,0.31763
42.29,0.0222,0.05307,0.59628,0.31763
42.3,0.0223,0.05307,0.59627,0.31763
42.31,0.0223,0.05307,0.59627,0.31763
42.32,0.0223,0.05307,0.59627,0.31763
42.33,0.0223,0.05307,0.59627,0.31763
42.34,0.0223,0.05307,0.59627,0.31763
42.35,0.0223,0.05307,0.59627,0.31763
42.36,0.0223,0.05307,0.59627,0.31763
42.37,0.0224,0.05307,0.59627,0.31763
42.38,0.0224,0.05307,0.59627,0.31763
42.39,0.0224,0.05307,0.59626,0.31763
42.4,0.0224,0.05307,0.59626,0.31764
42.41,0.0224,0.05307,0.59626,0.31764
42.42,0.0224,0.05307,0.59626,0.31764
42.43,0.0224,0.05307,0.59626,0.31764
42.44,0.0224,0.05307,0.59626,0.31764
42.45,0.0224,0.05307,0.59626,0.31764
42.46,0.0225,0.05307,0.59626,0.31764
42.47,0.0225,0.05307,0.59626,0.31764
42.48,0.0225,0.05307,0.59626,0.31764
42.49,0.0225,0.05307,0.59625,0.31764
42.5,0.0225,0.05307,0.59625,0.31764
42.51,0.0225,0.05307,0.59625,0.31764
42.52,0.0225,0.05307,0.59625,0.31764
42.53,0.0225,0.05307,0.59625,0.31764
42.54,0.0225,0.05307,0.59625,0.31765
42.55,0.0225,0.05307,0.59625,0.31765
42.56,0.0225,0.05307,0.59625,0.31765
42.57,0.0225,0.05307,0.59625,0.31765
42.58,0.0225,0.05307,0.59624,0.31765
42.59,0.0225,0.05307,0.59624,0.31765
42.6,0.0225,0.05307,0.59624,0.31765
42.61,0.0225,0.05307,0.59624,0.31765
42.62,0.0226,0.05307,0.59624,0.31765
42.63,0.0226,0.05307,0.59624,0.31765
42.64,0.0226,0.05307,0.59624,0.31765
42.65,0.0226,0.05307,0.59624,0.31765
42.66,0.0226,0.05307,0.59624,0.31765
42.67,0.0226,0.05307,0.59623,0.31765
42.68,0.0226,0.05307,0.59623,0.31765
42.69,0.0226,0.05307,0.59623,0.31766
42.7,0.0226,0.05307,0.59623,0.31766
42.71,0.0226,0.05307,0.59623,0.31766
42.72,0.0226,0.05307,0.59623,0.31766
42.73,0.0226,0.05307,0.59623,0.31766
42.74,0.0226,0.05307,0.59623,0.31766
42.75,0.0226,0.05307,0.59623,0.31766
42.76,0.0226,0.05307,0.59623,0.31766
42.77,0.0226,0.05307,0.59622,0.31766
42.78,0.0226,0.05307,0.59622,0.31766
42.79,0.0226,0.05307,0.59622,0.31766
42.8,0.0225,0.05307,0.59622,0.31766
42.81,0.0225,0.05307,0.59622,0.31766
42.82,0.0225,0.05307,0.59622,0.31766
42.83,0.0225,0.05307,0.59622,0.31766
42.84,0.0225,0.05307,0.59622,0.31767
42.85,0.0225,0.05307,0.59622,0.31767
42.86,0.0225,0.05307,0.59621,0.31767
42.87,0.0225,0.05307,0.59621,0.31767
42.88,0.0225,0.05307,0.59621,0.31767
42.89,0.0225,0.05307,0.59621,0.31767
42.9,0.0225,0.05307,0.59621,0.31767
42.91,0.0225,0.05307,0.59621,0.31767
42.92,0.0225,0.05307,0.59621,0.31767
42.93,0.0225,0.05307,0.59621,0.31767
42.94,0.0225,0.05307,0.59621,0.31767
42.95,0.0225,0.05307,0.59621,0.31767
42.96,0.0225,0.05307,0.5962,0.31767
42.97,0.0224,0.05307,0.5962,0.31767
42.98,0.0224,0.05307,0.5962,0.31767
42.99,0.0224,0.05307,0.5962,0.31768
43.0,0.0224,0.05307,0.5962,0.31768
43.01,0.0224,0.05307,0.5962,0.31768
43.02,0.0224,0.05307,0.5962,0.31768
43.03,0.0224,0.05307,0.5962,0.31768
43.04,0.0224,0.05307,0.5962,0.31768
43.05,0.0224,0.05307,0.5962,0.31768
43.06,0.0224,0.05307,0.59619,0.31768
43.07,0.0223,0.05307,0.59619,0.31768
43.08,0.0223,0.05307,0.59619,0.31768
43.09,0.0223,0.05307,0.59619,0.31768
43.1,0.0223,0.05307,0.59619,0.31768
43.11,0.0223,0.05307,0.59619,0.31768
43.12,0.0223,0.05307,0.59619,0.31768
43.13,0.0223,0.05307,0.59619,0.31768
43.14,0.0222,0.05307,0.59619,0.31768
43.15,0.0222,0.05307,0.59619,0.31769
43.16,0.0222,0.05307,0.59618,0.31769
43.17,0.0222,0.05307,0.59618,0.31769
43.18,0.0222,0.05307,0.59618,0.31769
43.19,0.0222,0.05307,0.59618,0.31769
43.2,0.0222,0.05307,0.59618,0.31769
43.21,0.0221,0.05307,0.59618,0.31769
43.22,0.0221,0.05307,0.59618,0.31769
43.23,0.0221,0.05307,0.59618,0.31769
43.24,0.0221,0.05307,0.59618,0.31769
43.25,0.0221,0.05307,0.59618,0.31769
43.26,0.0221,0.05307,0.59617,0.31769
43.27,0.022,0.05307,0.59617,0.31769
43.28,0.022,0.05307,0.59617,0.31769
43.29,0.022,0.05307,0.59617,0.31769
43.3,0.022,0.05307,0.59617,0.31769
43.31,0.022,0.05307,0.59617,0.31769
43.32,0.0219,0.05307,0.59617,0.3177
43.33,0.0219,0.05307,0.59617,0.3177
43.34,0.0219,0.05307,0.59617,0.3177
43.35,0.0219,0.05307,0.59617,0.3177
43.36,0.0219,0.05307,0.59616,0.3177
43.37,0.0218,0.05307,0.59616,0.3177
43.38,0.0218,0.05307,0.59616,0.3177
43.39,0.0218,0.05307,0.59616,0.3177
43.4,0.0218,0.05307,0.59616,0.3177
43.41,0.0218,0.05307,0.59616,0.3177
43.42,0.0217,0.05307,0.59616,0.3177
43.43,0.0217,0.05307,0.59616,0.3177
43.44,0.0217,0.05307,0.59616,0.3177
43.45,0.0217,0.05307,0.59616,0.3177
43.46,0.0217,0.05307,0.59616,0.3177
43.47,0.0216,0.05307,0.59615,0.3177
43.48,0.0216,0.05307,0.59615,0.3177
43.49,0.0216,0.05307,0.59615,0.3177
43.5,0.0216,0.05307,0.59615,0.31771
43.51,0.0215,0.05307,0.59615,0.31771
43.52,0.0215,0.05307,0.59615,0.31771
43.53,0.0215,0.05307,0.59615,0.31771
43.54,0.0215,0.05307,0.59615,0.31771
43.55,0.0214,0.05307,0.59615,0.31771
43.56,0.0214,0.05307,0.59615,0.31771
43.57,0.0214,0.05307,0.59615,0.31771
43.58,0.0214,0.05307,0.59614,0.31771
43.59,0.0213,0.05307,0.59614,0.31771
43.6,0.0213,0.05307,0.59614,0.31771
43.61,0.0213,0.05307,0.59614,0.31771
43.62,0.0213,0.05307,0.59614,0.31771
43.63,0.0212,0.05307,0.59614,0.31771
43.64,0.0212,0.05307,0.59614,0.31771
43.65,0.0212,0.05307,0.59614,0.31771
43.66,0.0212,0.05307,0.59614,0.31771
43.67,0.0211,0.05307,0.59614,0.31771
43.68,0.0211,0.05307,0.59614,0.31772
43.69,0.0211,0.05307,0.59613,0.31772
43.7,0.021,0.05307,0.59613,0.31772
43.71,0.021,0.05307,0.59613,0.31772
43.72,0.021,0.05307,0.59613,0.31772
43.73,0.021,0.05307,0.59613,0.31772
43.74,0.0209,0.05307,0.59613,0.31772
43.75,0.0209,0.05307,0.59613,0.31772
43.76,0.0209,0.05307,0.59613,0.31772
43.77,0.0208,0.05307,0.59613,0.31772
43.78,0.0208,0.05307,0.59613,0.31772
43.79,0.0208,0.05307,0.59613,0.31772
43.8,0.0207,0.05307,0.59613,0.31772
43.81,0.0207,0.05307,0.59612,0.31772
43.82,0.0207,0.05307,0.59612,0.31772
43.83,0.0207,0.05307,0.59612,0.31772
43.84,0.0206,0.05307,0.59612,0.31772
43.85,0.0206,0.05307,0.59612,0.31772
43.86,0.0206,0.05306,0.59612,0.31772
43.87,0.0205,0.05306,0.59612,0.31772
43.88,0.0205,0.05306,0.59612,0.31773
43.89,0.0205,0.05306,0.59612,0.31773
43.9,0.0204,0.05306,0.59612,0.31773
43.91,0.0204,0.05306,0.59612,0.31773
43.92,0.0204,0.05306,0.59611,0.31773
43.93,0.0203,0.05306,0.59611,0.31773
43.94,0.0203,0.05306,0.59611,0.31773
43.95,0.0203,0.05306,0.59611,0.31773
43.96,0.0202,0.05306,0.59611,0.31773
43.97,0.0202,0.05306,0.59611,0.31773
43.98,0.0202,0.05306,0.59611,0.31773
43.99,0.0201,0.05306,0.59611,0.31773
44.0,0.0201,0.05306,0.59611,0.31773
44.01,0.0201,0.05306,0.59611,0.31773
44.02,0.02,0.05306,0.59611,0.31773
44.03,0.02,0.05306,0.59611,0.31773
44.04,0.02,0.05306,0.59611,0.31773
44.05,0.0199,0.05306,0.5961,0.31773
44.06,0.0199,0.05306,0.5961,0.31773
44.07,0.0199,0.05306,0.5961,0.31773
44.08,0.0198,0.05306,0.5961,0.31773
44.09,0.0198,0.05306,0.5961,0.31774
44.1,0.0198,0.05306,0.5961,0.31774
44.11,0.0197,0.05306,0.5961,0.31774
44.12,0.0197,0.05306,0.5961,0.31774
44.13,0.0196,0.05306,0.5961,0.31774
44.14,0.0196,0.05306,0.5961,0.31774
44.15,0.0196,0.05306,0.5961,0.31774
44.16,0.0195,0.05306,0.5961,0.31774
44.17,0.0195,0.05306,0.59609,0.31774
44.18,0.0195,0.05306,0.59609,0.31774
44.19,0.0194,0.05306,0.59609,0.31774
44.2,0.0194,0.05306,0.59609,0.31774
44.21,0.0194,0.05306,0.59609,0.31774
44.22,0.0193,0.05306,0.59609,0.31774
44.23,0.0193,0.05306,0.59609,0.31774
44.24,0.0192,0.05306,0.59609,0.31774
44.25,0.0192,0.05306,0.59609,0.31774
44.26,0.0192,0.05306,0.59609,0.31774
44.27,0.0191,0.05306,0.59609,0.31774
44.28,0.0191,0.05306,0.59609,0.31774
44.29,0.019,0.05306,0.59609,0.31774
44.3,0.019,0.05306,0.59609,0.31774
44.31,0.019,0.05306,0.59608,0.31774
44.32,0.0189,0.05306,0.59608,0.31775
44.33,0.0189,0.05306,0.59608,0.31775
44.34,0.0189,0.05306,0.59608,0.31775
44.35,0.0188,0.05306,0.59608,0.31775
44.36,0.0188,0.05306,0.59608,0.31775
44.37,0.0187,0.05305,0.59608,0.31775
44.38,0.0187,0.05305,0.59608,0.31775
44.39,0.0187,0.05305,0.59608,0.31775
44.4,0.0186,0.05305,0.59608,0.31775
44.41,0.0186,0.05305,0.59608,0.31775
44.42,0.0185,0.05305,0.59608,0.31775
44.43,0.0185,0.05305,0.59608,0.31775
44.44,0.0185,0.05305,0.59607,0.31775
44.45,0.0184,0.05305,0.59607,0.31775
44.46,0.0184,0.05305,0.59607,0.31775
44.47,0.0183,0.05305,0.59607,0.31775
44.48,0.0183,0.05305,0.59607,0.31775
44.49,0.0183,0.05305,0.59607,0.31775
44.5,0.0182,0.05305,0.59607,0.31775
44.51,0.0182,0.05305,0.59607,0.31775
44.52,0.0181,0.05305,0.59607,0.31775
44.53,0.0181,0.05305,0.59607,0.31775
44.54,0.018,0.05305,0.59607,0.31775
44.55,0.018,0.05305,0.59607,0.31775
44.56,0.018,0.05305,0.59607,0.31775
44.57,0.0179,0.05305,0.59607,0.31775
44.58,0.0179,0.05305,0.59607,0.31775
44.59,0.0178,0.05305,0.59606,0.31776
44.6,0.0178,0.05305,0.59606,0.31776
44.61,0.0178,0.05305,0.59606,0.31776
44.62,0.0177,0.05305,0.59606,0.31776
44.63,0.0177,0.05305,0.59606,0.31776
44.64,0.0176,0.05305,0.59606,0.31776
44.65,0.0176,0.05305,0.59606,0.31776
44.66,0.0175,0.05305,0.59606,0.31776
44.67,0.0175,0.05305,0.59606,0.31776
44.68,0.0175,0.05305,0.59606,0.31776
44.69,0.0174,0.05305,0.59606,0.31776
44.7,0.0174,0.05305,0.59606,0.31776
44.71,0.0173,0.05305,0.59606,0.31776
44.72,0.0173,0.05305,0.59606,0.31776
44.73,0.0172,0.05305,0.59606,0.31776
44.74,0.0172,0.05305,0.59605,0.31776
44.75,0.0172,0.05305,0.59605,0.31776
44.76,0.0171,0.05305,0.59605,0.31776
44.77,0.0171,0.05305,0.59605,0.31776
44.78,0.017,0.05304,0.59605,0.31776
44.79,0.017,0.05304,0.59605,0.31776
44.8,0.0169,0.05304,0.59605,0.31776
44.81,0.0169,0.05304,0.59605,0.31776
44.82,0.0168,0.05304,0.59605,0.31776
44.83,0.0168,0.05304,0.59605,0.31776
44.84,0.0168,0.05304,0.59605,0.31776
44.85,0.0167,0.05304,0.59605,0.31776
44.86,0.0167,0.05304,0.59605,0.31776
44.87,0.0166,0.05304,0.59605,0.31776
44.88,0.0166,0.05304,0.59605,0.31776
44.89,0.0165,0.05304,0.59605,0.31777
44.9,0.0165,0.05304,0.59605,0.31777
44.91,0.0165,0.05304,0.59604,0.31777
44.92,0.0164,0.05304,0.59604,0.31777
44.93,0.0164,0.05304,0.59604,0.31777
44.94,0.0163,0.05304,0.59604,0.31777
44.95,0.0163,0.05304,0.59604,0.31777
44.96,0.0162,0.05304,0.59604,0.31777
44.97,0.0162,0.05304,0.59604,0.31777
44.98,0.0161,0.05304,0.59604,0.31777
44.99,0.0161,0.05304,0.59604,0.31777
45.0,0.016,0.05304,0.59604,0.31777
45.01,0.016,0.05304,0.59604,0.31777
45.02,0.016,0.05304,0.59604,0.31777
45.03,0.0159,0.05304,0.59604,0.31777
45.04,0.0159,0.05304,0.59604,0.31777
45.05,0.0158,0.05304,0.59604,0.31777
45.06,0.0158,0.05304,0.59604,0.31777
45.07,0.0157,0.05304,0.59604,0.31777
45.08,0.0157,0.05304,0.59603,0.31777
45.09,0.0156,0.05304,0.59603,0.31777
45.1,0.0156,0.05304,0.59603,0.31777
45.11,0.0155,0.05304,0.59603,0.31777
45.12,0.0155,0.05304,0.59603,0.31777
45.13,0.0155,0.05304,0.59603,0.31777
45.14,0.0154,0.05304,0.59603,0.31777
45.15,0.0154,0.05304,0.59603,0.31777
45.16,0.0153,0.05303,0.59603,0.31777
45.17,0.0153,0.05303,0.59603,0.31777
45.18,0.0152,0.05303,0.59603,0.31777
45.19,0.0152,0.05303,0.59603,0.31777
45.2,0.0151,0.05303,0.59603,0.31777
45.21,0.0151,0.05303,0.59603,0.31777
45.22,0.015,0.05303,0.59603,0.31777
45.23,0.015,0.05303,0.59603,0.31777
45.24,0.015,0.05303,0.59603,0.31777
45.25,0.0149,0.05303,0.59603,0.31778
45.26,0.0149,0.05303,0.59603,0.31778
45.27,0.0148,0.05303,0.59603,0.31778
45.28,0.0148,0.05303,0.59602,0.31778
45.29,0.0147,0.05303,0.59602,0.31778
45.3,0.0147,0.05303,0.59602,0.31778
45.31,0.0146,0.05303,0.59602,0.31778
45.32,0.0146,0.05303,0.59602,0.31778
45.33,0.0145,0.05303,0.59602,0.31778
45.34,0.0145,0.05303,0.59602,0.31778
45.35,0.0144,0.05303,0.59602,0.31778
45.36,0.0144,0.05303,0.59602,0.31778
45.37,0.0144,0.05303,0.59602,0.31778
45.38,0.0143,0.05303,0.59602,0.31778
45.39,0.0143,0.05303,0.59602,0.31778
45.4,0.0142,0.05303,0.59602,0.31778
45.41,0.0142,0.05303,0.59602,0.31778
45.42,0.0141,0.05303,0.59602,0.31778
45.43,0.0141,0.05303,0.59602,0.31778
45.44,0.014,0.05303,0.59602,0.31778
45.45,0.014,0.05303,0.59602,0.31778
45.46,0.0139,0.05303,0.59602,0.31778
45.47,0.0139,0.05303,0.59602,0.31778
45.48,0.0138,0.05303,0.59602,0.31778
45.49,0.0138,0.05303,0.59601,0.31778
45.5,0.0138,0.05303,0.59601,0.31778
45.51,0.0137,0.05302,0.59601,0.31778
45.52,0.0137,0.05302,0.59601,0.31778
45.53,0.0136,0.05302,0.59601,0.31778
45.54,0.0136,0.05302,0.59601,0.31778
45.55,0.0135,0.05302,0.59601,0.31778
45.56,0.0135,0.05302,0.59601,0.31778
45.57,0.0134,0.05302,0.59601,0.31778
45.58,0.0134,0.05302,0.59601,0.31778
45.59,0.0133,0.05302,0.59601,0.31778
45.6,0.0133,0.05302,0.59601,0.31778
45.61,0.0132,0.05302,0.59601,0.31778
45.62,0.0132,0.05302,0.59601,0.31778
45.63,0.0131,0.05302,0.59601,0.31778
45.64,0.0131,0.05302,0.59601,0.31778
45.65,0.0131,0.05302,0.59601,0.31778
45.66,0.013,0.05302,0.59601,0.31778
45.67,0.013,0.05302,0.59601,0.31778
45.68,0.0129,0.05302,0.59601,0.31778
45.69,0.0129,0.05302,0.59601,0.31778
45.7,0.0128,0.05302,0.59601,0.31778
45.71,0.0128,0.05302,0.59601,0.31778
45.72,0.0127,0.05302,0.59601,0.31778
45.73,0.0127,0.05302,0.596,0.31778
