t_ms,u_cat_D0.029,u_dog_D0.071
4.64232,1.279288,1.091477
4.64482,1.274111,1.090033
4.64732,1.26887,1.088571
4.64982,1.263568,1.08709
4.65233,1.258206,1.085591
4.65483,1.252786,1.084074
4.65733,1.247308,1.082539
4.65983,1.241773,1.080988
4.66233,1.236185,1.079421
4.66483,1.230543,1.077837
4.66733,1.224849,1.076237
4.66983,1.219105,1.074623
4.67234,1.213313,1.072993
4.67484,1.207473,1.07135
4.67734,1.201587,1.069692
4.67984,1.195657,1.068021
4.68234,1.189684,1.066336
4.68484,1.18367,1.06464
4.68734,1.177616,1.062931
4.68984,1.171524,1.06121
4.69235,1.165395,1.059478
4.69485,1.159231,1.057736
4.69735,1.153033,1.055983
4.69985,1.146803,1.05422
4.70235,1.140543,1.052447
4.70485,1.134254,1.050666
4.70735,1.127937,1.048876
4.70985,1.121595,1.047079
4.71236,1.115228,1.045273
4.71486,1.10884,1.043461
4.71736,1.10243,1.041641
4.71986,1.096,1.039816
4.72236,1.089553,1.037985
4.72486,1.08309,1.036149
4.72736,1.076612,1.034307
4.72986,1.070122,1.032462
4.73237,1.06362,1.030613
4.73487,1.057108,1.02876
4.73737,1.050588,1.026904
4.73987,1.044062,1.025046
4.74237,1.037531,1.023186
4.74487,1.030996,1.021324
4.74737,1.024461,1.019461
4.74987,1.017925,1.017598
4.75238,1.01139,1.015734
4.75488,1.004859,1.013871
4.75738,0.998333,1.012008
4.75988,0.991813,1.010147
4.76238,0.985301,1.008287
4.76488,0.978799,1.00643
4.76738,0.972308,1.004575
4.76988,0.96583,1.002723
4.77239,0.959367,1.000874
4.77489,0.952919,0.99903
4.77739,0.946489,0.99719
4.77989,0.940078,0.995354
4.78239,0.933688,0.993524
4.78489,0.92732,0.9917
4.78739,0.920976,0.989882
4.78989,0.914657,0.98807
4.7924,0.908366,0.986265
4.7949,0.902102,0.984468
4.7974,0.895869,0.982679
4.7999,0.889667,0.980898
4.8024,0.883498,0.979125
4.8049,0.877363,0.977362
4.8074,0.871265,0.975608
4.8099,0.865204,0.973865
4.81241,0.859181,0.972131
4.81491,0.853199,0.970409
4.81741,0.847259,0.968697
4.81991,0.841362,0.966997
4.82241,0.83551,0.965309
4.82491,0.829704,0.963634
4.82741,0.823945,0.961971
4.82991,0.818235,0.960321
4.83242,0.812575,0.958685
4.83492,0.806966,0.957062
4.83742,0.80141,0.955454
4.83992,0.795909,0.95386
4.84242,0.790463,0.952282
4.84492,0.785073,0.950719
4.84742,0.779742,0.949171
4.84992,0.77447,0.947639
4.85243,0.769259,0.946124
4.85493,0.764109,0.944625
4.85743,0.759023,0.943144
4.85993,0.754,0.94168
4.86243,0.749043,0.940233
4.86493,0.744153,0.938804
4.86743,0.73933,0.937394
4.86993,0.734576,0.936003
4.87244,0.729892,0.93463
4.87494,0.725278,0.933276
4.87744,0.720737,0.931942
4.87994,0.716269,0.930628
4.88244,0.711876,0.929334
4.88494,0.707557,0.92806
4.88744,0.703315,0.926807
4.88994,0.69915,0.925574
4.89245,0.695063,0.924363
4.89495,0.691055,0.923173
4.89745,0.687127,0.922005
4.89995,0.683279,0.920858
4.90245,0.679514,0.919734
4.90495,0.675831,0.918632
4.90745,0.672232,0.917553
4.90995,0.668716,0.916496
4.91246,0.665286,0.915462
4.91496,0.661942,0.914452
4.91746,0.658684,0.913464
4.91996,0.655514,0.912501
4.92246,0.652431,0.911561
4.92496,0.649437,0.910645
4.92746,0.646533,0.909753
4.92996,0.643718,0.908886
4.93247,0.640994,0.908043
4.93497,0.638361,0.907224
4.93747,0.63582,0.90643
4.93997,0.633371,0.905661
4.94247,0.631015,0.904917
4.94497,0.628752,0.904198
4.94747,0.626582,0.903505
4.94997,0.624507,0.902836
4.95248,0.622527,0.902194
4.95498,0.620642,0.901576
4.95748,0.618852,0.900985
4.95998,0.617157,0.900419
4.96248,0.615559,0.899879
4.96498,0.614057,0.899365
4.96748,0.612652,0.898877
4.96998,0.611344,0.898415
4.97249,0.610133,0.897979
4.97499,0.609019,0.897569
4.97749,0.608003,0.897186
4.97999,0.607085,0.896828
4.98249,0.606264,0.896497
4.98499,0.605542,0.896192
4.98749,0.604917,0.895914
4.98999,0.604391,0.895662
4.9925,0.603962,0.895436
4.995,0.603632,0.895236
4.9975,0.6034,0.895063
5.0,0.603266,0.894916
