f_Hz,H_cat,H_dog
4671.54,0.048019,0.047999
4673.99,0.047966,0.047946
4676.44,0.047914,0.047893
4678.89,0.047861,0.047841
4681.34,0.047809,0.047788
4683.79,0.047756,0.047736
4686.24,0.047704,0.047684
4688.69,0.047652,0.047631
4691.15,0.047599,0.047579
4693.6,0.047547,0.047527
4696.05,0.047495,0.047475
4698.5,0.047443,0.047424
4700.95,0.047392,0.047372
4703.4,0.04734,0.04732
4705.85,0.047288,0.047269
4708.3,0.047237,0.047217
4710.76,0.047185,0.047166
4713.21,0.047134,0.047114
4715.66,0.047083,0.047063
4718.11,0.047031,0.047012
4720.56,0.04698,0.046961
4723.01,0.046929,0.04691
4725.46,0.046878,0.046859
4727.91,0.046827,0.046808
4730.37,0.046777,0.046757
4732.82,0.046726,0.046707
4735.27,0.046675,0.046656
4737.72,0.046625,0.046606
4740.17,0.046574,0.046555
4742.62,0.046524,0.046505
4745.07,0.046474,0.046455
4747.52,0.046424,0.046404
4749.97,0.046373,0.046354
4752.43,0.046323,0.046304
4754.88,0.046273,0.046254
4757.33,0.046224,0.046205
4759.78,0.046174,0.046155
4762.23,0.046124,0.046105
4764.68,0.046074,0.046056
4767.13,0.046025,0.046006
4769.58,0.045975,0.045957
4772.04,0.045926,0.045907
4774.49,0.045877,0.045858
4776.94,0.045828,0.045809
4779.39,0.045778,0.04576
4781.84,0.045729,0.045711
4784.29,0.04568,0.045662
4786.74,0.045631,0.045613
4789.19,0.045583,0.045564
4791.65,0.045534,0.045516
4794.1,0.045485,0.045467
4796.55,0.045437,0.045418
4799.0,0.045388,0.04537
4801.45,0.04534,0.045321
4803.9,0.045291,0.045273
4806.35,0.045243,0.045225
4808.8,0.045195,0.045177
4811.26,0.045147,0.045129
4813.71,0.045099,0.045081
4816.16,0.045051,0.045033
4818.61,0.045003,0.044985
4821.06,0.044955,0.044937
4823.51,0.044907,0.044889
4825.96,0.04486,0.044842
4828.41,0.044812,0.044794
4830.87,0.044765,0.044747
4833.32,0.044717,0.0447
4835.77,0.04467,0.044652
4838.22,0.044623,0.044605
4840.67,0.044575,0.044558
4843.12,0.044528,0.044511
4845.57,0.044481,0.044464
4848.02,0.044434,0.044417
4850.48,0.044387,0.04437
4852.93,0.044341,0.044323
4855.38,0.044294,0.044276
4857.83,0.044247,0.04423
4860.28,0.044201,0.044183
4862.73,0.044154,0.044137
4865.18,0.044108,0.04409
4867.63,0.044061,0.044044
4870.09,0.044015,0.043998
4872.54,0.043969,0.043952
4874.99,0.043923,0.043906
4877.44,0.043877,0.04386
4879.89,0.043831,0.043814
4882.34,0.043785,0.043768
4884.79,0.043739,0.043722
4887.24,0.043693,0.043676
4889.69,0.043647,0.04363
4892.15,0.043602,0.043585
4894.6,0.043556,0.043539
4897.05,0.043511,0.043494
4899.5,0.043465,0.043449
4901.95,0.04342,0.043403
4904.4,0.043375,0.043358
4906.85,0.043329,0.043313
4909.3,0.043284,0.043268
4911.76,0.043239,0.043223
4914.21,0.043194,0.043178
4916.66,0.043149,0.043133
4919.11,0.043104,0.043088
4921.56,0.04306,0.043043
4924.01,0.043015,0.042999
4926.46,0.04297,0.042954
4928.91,0.042926,0.04291
4931.37,0.042881,0.042865
4933.82,0.042837,0.042821
4936.27,0.042793,0.042776
4938.72,0.042748,0.042732
4941.17,0.042704,0.042688
4943.62,0.04266,0.042644
4946.07,0.042616,0.0426
4948.52,0.042572,0.042556
4950.98,0.042528,0.042512
4953.43,0.042484,0.042468
4955.88,0.04244,0.042424
4958.33,0.042397,0.042381
4960.78,0.042353,0.042337
4963.23,0.042309,0.042293
4965.68,0.042266,0.04225
4968.13,0.042222,0.042207
4970.59,0.042179,0.042163
4973.04,0.042136,0.04212
4975.49,0.042092,0.042077
4977.94,0.042049,0.042034
4980.39,0.042006,0.04199
4982.84,0.041963,0.041947
4985.29,0.04192,0.041905
4987.74,0.041877,0.041862
4990.2,0.041834,0.041819
4992.65,0.041791,0.041776
4995.1,0.041749,0.041733
4997.55,0.041706,0.041691
5000.0,0.041664,0.041648
